transcript,moduleColor,cluster_id
AT3G19850.1,blue,2A
AT3G19860.1,blue,2A
AT3G19910.1,blue,2A
AT3G19930.1,blue,2A
AT3G20060.1,blue,2A
AT3G20230.1,blue,2A
AT3G20300.1,blue,2A
AT3G20395.1,blue,2A
AT3G20410.1,blue,2A
AT3G20680.1,blue,2A
AT3G20770.1,blue,2A
AT3G21460.1,blue,2A
AT3G21510.1,blue,2A
AT3G21650.1,blue,2A
AT3G22430.1,blue,2A
AT3G22440.1,blue,2A
AT3G22960.1,blue,2A
AT3G22970.1,blue,2A
AT3G23690.1,blue,2A
AT3G23700.1,blue,2A
AT3G24040.1,blue,2A
AT3G24315.1,blue,2A
AT3G24730.1,blue,2A
AT3G25190.1,blue,2A
AT3G25640.1,blue,2A
AT3G25910.1,blue,2A
AT3G25920.1,blue,2A
AT3G26290.1,blue,2A
AT3G26640.1,blue,2A
AT3G27160.1,blue,2A
AT3G27770.1,blue,2A
AT3G27830.1,blue,2A
AT3G28450.1,blue,2A
AT3G28715.1,blue,2A
AT3G28850.1,blue,2A
AT3G28860.1,blue,2A
AT3G28950.1,blue,2A
AT3G29035.1,blue,2A
AT3G29320.1,blue,2A
AT3G32980.1,blue,2A
AT3G42170.1,blue,2A
AT3G42790.1,blue,2A
AT3G43230.1,blue,2A
AT3G43670.1,blue,2A
AT3G45260.1,blue,2A
AT3G45650.1,blue,2A
AT3G45980.1,blue,2A
AT3G46010.1,blue,2A
AT3G46290.1,blue,2A
AT3G46630.1,blue,2A
AT3G47360.1,blue,2A
AT3G48000.1,blue,2A
AT3G48060.3,blue,2A
AT3G48195.1,blue,2A
AT3G48380.1,blue,2A
AT3G48490.1,blue,2A
AT3G48530.1,blue,2A
AT3G48600.2,blue,2A
AT3G48760.1,blue,2A
AT3G49790.1,blue,2A
AT3G49800.1,blue,2A
AT3G49870.1,blue,2A
AT3G50340.1,blue,2A
AT3G50740.1,blue,2A
AT3G51110.1,blue,2A
AT3G51290.3,blue,2A
AT3G51510.1,blue,2A
AT3G51550.1,blue,2A
AT3G51610.1,blue,2A
AT3G51660.1,blue,2A
AT3G51840.1,blue,2A
AT3G52070.1,blue,2A
AT3G52240.1,blue,2A
AT3G52480.1,blue,2A
AT3G52535.1,blue,2A
AT3G53000.1,blue,2A
AT3G53210.1,blue,2A
AT3G53380.1,blue,2A
AT3G53470.1,blue,2A
AT3G53800.1,blue,2A
AT3G53800.2,blue,2A
AT3G53900.2,blue,2A
AT3G53990.1,blue,2A
AT3G54030.1,blue,2A
AT3G54210.1,blue,2A
AT3G54360.1,blue,2A
AT3G54440.1,blue,2A
AT3G54860.1,blue,2A
AT3G54920.1,blue,2A
AT3G55070.1,blue,2A
AT3G55250.1,blue,2A
AT3G55260.1,blue,2A
AT3G55460.1,blue,2A
AT3G55880.2,blue,2A
AT3G56130.1,blue,2A
AT3G56190.1,blue,2A
AT3G56310.1,blue,2A
AT3G56650.1,blue,2A
AT3G57050.4,blue,2A
AT3G57080.1,blue,2A
AT3G57410.1,blue,2A
AT3G57410.8,blue,2A
AT3G57750.1,blue,2A
AT3G58500.1,blue,2A
AT3G59380.1,blue,2A
AT3G59765.2,blue,2A
AT3G59870.1,blue,2A
AT3G59940.1,blue,2A
AT3G60130.1,blue,2A
AT3G60290.1,blue,2A
AT3G60370.2,blue,2A
AT3G60390.1,blue,2A
AT3G60600.1,blue,2A
AT3G60820.1,blue,2A
AT3G61070.3,blue,2A
AT3G61180.1,blue,2A
AT3G61210.1,blue,2A
AT3G61460.1,blue,2A
AT3G61540.1,blue,2A
AT3G61790.1,blue,2A
AT3G61820.1,blue,2A
AT3G62570.1,blue,2A
AT3G62630.1,blue,2A
AT3G62660.1,blue,2A
AT3G62750.3,blue,2A
AT3G62770.1,blue,2A
AT3G62950.1,blue,2A
AT3G63310.1,blue,2A
AT3G63490.1,blue,2A
AT4G00355.2,blue,2A
AT4G00525.1,blue,2A
AT4G00530.1,blue,2A
AT4G00720.1,blue,2A
AT4G00950.1,blue,2A
AT4G01395.1,blue,2A
AT4G01580.1,blue,2A
AT4G01940.1,blue,2A
AT4G02100.1,blue,2A
AT4G02725.1,blue,2A
AT4G02880.1,blue,2A
AT4G03390.1,blue,2A
AT4G03400.2,blue,2A
AT4G03510.2,blue,2A
AT4G03560.1,blue,2A
AT4G04340.1,blue,2A
AT4G04630.1,blue,2A
AT4G04925.1,blue,2A
AT4G05060.1,blue,2A
AT4G05150.1,blue,2A
AT4G08170.2,blue,2A
AT4G09160.1,blue,2A
AT4G09560.1,blue,2A
AT4G10080.1,blue,2A
AT4G10610.1,blue,2A
AT4G10840.1,blue,2A
AT4G11290.1,blue,2A
AT4G11320.1,blue,2A
AT4G12040.1,blue,2A
AT4G12060.1,blue,2A
AT4G12230.1,blue,2A
AT4G12570.1,blue,2A
AT4G12590.1,blue,2A
AT4G12900.1,blue,2A
AT4G13630.2,blue,2A
AT4G13830.2,blue,2A
AT4G14130.1,blue,2A
AT4G14145.1,blue,2A
AT4G14620.1,blue,2A
AT4G14870.1,blue,2A
AT4G14960.2,blue,2A
AT4G14990.1,blue,2A
AT4G15420.1,blue,2A
AT4G15690.1,blue,2A
AT4G15700.1,blue,2A
AT4G15910.1,blue,2A
AT4G16110.1,blue,2A
AT4G16144.1,blue,2A
AT4G16500.1,blue,2A
AT4G16520.1,blue,2A
AT4G16860.1,blue,2A
AT4G16880.1,blue,2A
AT4G17040.1,blue,2A
AT4G17085.1,blue,2A
AT4G17486.1,blue,2A
AT4G17486.2,blue,2A
AT4G17510.1,blue,2A
AT4G17560.1,blue,2A
AT4G17900.1,blue,2A
AT4G17940.1,blue,2A
AT4G18390.1,blue,2A
AT4G18400.1,blue,2A
AT4G18520.1,blue,2A
AT4G18710.1,blue,2A
AT4G18930.1,blue,2A
AT4G19100.1,blue,2A
AT4G19180.1,blue,2A
AT4G19185.1,blue,2A
AT4G19640.1,blue,2A
AT4G19860.1,blue,2A
AT4G20030.1,blue,2A
AT4G20260.3,blue,2A
AT4G20260.6,blue,2A
AT4G20410.1,blue,2A
AT4G21450.1,blue,2A
AT4G21810.1,blue,2A
AT4G22330.1,blue,2A
AT4G22540.3,blue,2A
AT4G22750.1,blue,2A
AT4G22780.1,blue,2A
AT4G22830.1,blue,2A
AT4G23010.1,blue,2A
AT4G23760.1,blue,2A
AT4G23820.1,blue,2A
AT4G24040.1,blue,2A
AT4G24275.1,blue,2A
AT4G24370.1,blue,2A
AT4G24390.2,blue,2A
AT4G24520.1,blue,2A
AT4G24750.1,blue,2A
AT4G24820.1,blue,2A
AT4G25225.2,blue,2A
AT4G25370.1,blue,2A
AT4G25550.1,blue,2A
AT4G25570.1,blue,2A
AT4G25660.1,blue,2A
AT4G25690.2,blue,2A
AT4G25810.1,blue,2A
AT4G26130.1,blue,2A
AT4G26370.1,blue,2A
AT4G26542.1,blue,2A
AT4G26555.1,blue,2A
AT4G27100.2,blue,2A
AT4G27390.1,blue,2A
AT4G27450.1,blue,2A
AT4G27470.1,blue,2A
AT4G27730.1,blue,2A
AT4G27740.1,blue,2A
AT4G28050.1,blue,2A
AT4G28180.1,blue,2A
AT4G28240.1,blue,2A
AT4G28630.1,blue,2A
AT4G28650.1,blue,2A
AT4G28980.1,blue,2A
AT4G29010.1,blue,2A
AT4G29040.1,blue,2A
AT4G29190.1,blue,2A
AT4G29960.1,blue,2A
AT4G30410.1,blue,2A
AT4G30690.1,blue,2A
AT4G30920.1,blue,2A
AT4G30940.1,blue,2A
AT4G31290.1,blue,2A
AT4G31820.1,blue,2A
AT4G32285.1,blue,2A
AT4G32940.1,blue,2A
AT4G32960.1,blue,2A
AT4G33090.1,blue,2A
AT4G33380.1,blue,2A
AT4G33625.3,blue,2A
AT4G33640.2,blue,2A
AT4G33670.1,blue,2A
AT4G34030.1,blue,2A
AT4G34120.1,blue,2A
AT4G34215.2,blue,2A
AT4G34460.1,blue,2A
AT4G34640.1,blue,2A
AT4G34790.1,blue,2A
AT4G34920.1,blue,2A
AT4G35830.1,blue,2A
AT4G35860.1,blue,2A
AT4G36670.1,blue,2A
AT4G36750.1,blue,2A
AT4G36780.1,blue,2A
AT4G36790.1,blue,2A
AT4G36870.1,blue,2A
AT4G36930.1,blue,2A
AT4G37240.1,blue,2A
AT4G37250.1,blue,2A
AT4G37470.1,blue,2A
AT4G37520.1,blue,2A
AT4G37740.1,blue,2A
AT4G37880.1,blue,2A
AT4G38470.1,blue,2A
AT4G38490.1,blue,2A
AT4G38630.1,blue,2A
AT4G38932.1,blue,2A
AT4G39260.1,blue,2A
AT4G39660.1,blue,2A
AT4G40042.1,blue,2A
AT4G40065.1,blue,2A
AT5G01020.1,blue,2A
AT5G01520.1,blue,2A
AT5G01750.2,blue,2A
AT5G01830.1,blue,2A
AT5G01980.1,blue,2A
AT5G02020.1,blue,2A
AT5G02150.1,blue,2A
AT5G02160.1,blue,2A
AT5G02530.1,blue,2A
AT5G02540.1,blue,2A
AT5G02760.1,blue,2A
AT5G02800.1,blue,2A
AT5G03050.2,blue,2A
AT5G03200.1,blue,2A
AT5G03320.1,blue,2A
AT5G03340.1,blue,2A
AT5G03345.1,blue,2A
AT5G03985.1,blue,2A
AT5G04040.1,blue,2A
AT5G04820.1,blue,2A
AT5G05060.1,blue,2A
AT5G05085.1,blue,2A
AT5G05090.1,blue,2A
AT5G05100.1,blue,2A
AT5G05700.1,blue,2A
AT5G05730.1,blue,2A
AT5G05750.1,blue,2A
AT5G05890.1,blue,2A
AT5G05930.1,blue,2A
AT5G05950.1,blue,2A
AT5G06210.1,blue,2A
AT5G06370.1,blue,2A
AT5G06450.1,blue,2A
AT5G06480.1,blue,2A
AT5G06700.1,blue,2A
AT5G06830.1,blue,2A
AT5G06860.1,blue,2A
AT5G06870.1,blue,2A
AT5G07340.1,blue,2A
AT5G07840.1,blue,2A
AT5G07870.1,blue,2A
AT5G08520.1,blue,2A
AT5G08535.1,blue,2A
AT5G08590.1,blue,2A
AT5G09310.1,blue,2A
AT5G09443.1,blue,2A
AT5G10160.1,blue,2A
AT5G10450.1,blue,2A
AT5G10540.1,blue,2A
AT5G10560.1,blue,2A
AT5G11000.1,blue,2A
AT5G11480.1,blue,2A
AT5G11580.1,blue,2A
AT5G11680.1,blue,2A
AT5G11810.1,blue,2A
AT5G12250.1,blue,2A
AT5G13190.1,blue,2A
AT5G13570.1,blue,2A
AT5G13880.1,blue,2A
AT5G14140.1,blue,2A
AT5G14230.1,blue,2A
AT5G14240.1,blue,2A
AT5G14320.1,blue,2A
AT5G14530.1,blue,2A
AT5G14540.1,blue,2A
AT5G14910.2,blue,2A
AT5G15150.1,blue,2A
AT5G15160.1,blue,2A
AT5G15230.1,blue,2A
AT5G15530.1,blue,2A
AT5G15580.1,blue,2A
AT5G15930.1,blue,2A
AT5G16110.1,blue,2A
AT5G16150.2,blue,2A
AT5G16240.1,blue,2A
AT5G16370.1,blue,2A
AT5G16440.1,blue,2A
AT5G16480.2,blue,2A
AT5G16650.1,blue,2A
AT5G16820.2,blue,2A
AT5G16910.1,blue,2A
AT5G17290.1,blue,2A
AT5G17620.1,blue,2A
AT5G18110.1,blue,2A
AT5G18120.1,blue,2A
AT5G18170.1,blue,2A
AT5G18390.1,blue,2A
AT5G18480.1,blue,2A
AT5G18600.1,blue,2A
AT5G18760.1,blue,2A
AT5G19010.1,blue,2A
AT5G19050.1,blue,2A
AT5G19080.1,blue,2A
AT5G19140.1,blue,2A
AT5G19150.2,blue,2A
AT5G19770.1,blue,2A
AT5G19860.1,blue,2A
AT5G19930.1,blue,2A
AT5G20000.1,blue,2A
AT5G20060.1,blue,2A
AT5G20650.1,blue,2A
AT5G20660.1,blue,2A
AT5G20910.1,blue,2A
AT5G21010.1,blue,2A
AT5G21170.1,blue,2A
AT5G22310.1,blue,2A
AT5G22500.1,blue,2A
AT5G23340.1,blue,2A
AT5G23400.1,blue,2A
AT5G23540.1,blue,2A
AT5G23670.1,blue,2A
AT5G23980.1,blue,2A
AT5G24490.1,blue,2A
AT5G24520.1,blue,2A
AT5G24800.1,blue,2A
AT5G24890.1,blue,2A
AT5G25190.1,blue,2A
AT5G25265.1,blue,2A
AT5G25280.1,blue,2A
AT5G25460.1,blue,2A
AT5G25475.2,blue,2A
AT5G26751.1,blue,2A
AT5G26960.1,blue,2A
AT5G27320.1,blue,2A
AT5G27920.1,blue,2A
AT5G32440.1,blue,2A
AT5G35560.1,blue,2A
AT5G35690.1,blue,2A
AT5G37670.1,blue,2A
AT5G38110.1,blue,2A
AT5G38380.1,blue,2A
AT5G38610.1,blue,2A
AT5G38650.1,blue,2A
AT5G39510.1,blue,2A
AT5G39590.1,blue,2A
AT5G40170.1,blue,2A
AT5G40190.1,blue,2A
AT5G40500.1,blue,2A
AT5G40500.2,blue,2A
AT5G40670.1,blue,2A
AT5G40740.1,blue,2A
AT5G41330.1,blue,2A
AT5G41940.1,blue,2A
AT5G42190.1,blue,2A
AT5G42560.1,blue,2A
AT5G42660.1,blue,2A
AT5G42790.1,blue,2A
AT5G43050.1,blue,2A
AT5G43440.1,blue,2A
AT5G43440.2,blue,2A
AT5G43450.1,blue,2A
AT5G43460.2,blue,2A
AT5G43600.1,blue,2A
AT5G43700.1,blue,2A
AT5G43810.3,blue,2A
AT5G43830.1,blue,2A
AT5G44250.1,blue,2A
AT5G44572.1,blue,2A
AT5G44790.1,blue,2A
AT5G45110.1,blue,2A
AT5G45490.1,blue,2A
AT5G45620.1,blue,2A
AT5G45750.1,blue,2A
AT5G45800.1,blue,2A
AT5G46330.1,blue,2A
AT5G46630.1,blue,2A
AT5G46710.1,blue,2A
AT5G47240.1,blue,2A
AT5G47310.1,blue,2A
AT5G47390.1,blue,2A
AT5G47455.6,blue,2A
AT5G47770.1,blue,2A
AT5G48160.1,blue,2A
AT5G48335.1,blue,2A
AT5G49450.1,blue,2A
AT5G49610.1,blue,2A
AT5G49760.1,blue,2A
AT5G49945.1,blue,2A
AT5G50000.1,blue,2A
AT5G50250.1,blue,2A
AT5G50375.1,blue,2A
AT5G51400.1,blue,2A
AT5G51740.1,blue,2A
AT5G51830.2,blue,2A
AT5G51890.1,blue,2A
AT5G52930.1,blue,2A
AT5G52970.2,blue,2A
AT5G53310.1,blue,2A
AT5G53490.2,blue,2A
AT5G53530.1,blue,2A
AT5G54310.1,blue,2A
AT5G54500.1,blue,2A
AT5G54540.1,blue,2A
AT5G54600.1,blue,2A
AT5G54730.1,blue,2A
AT5G54760.1,blue,2A
AT5G54870.1,blue,2A
AT5G55230.1,blue,2A
AT5G55500.1,blue,2A
AT5G55930.1,blue,2A
AT5G56020.1,blue,2A
AT5G56760.1,blue,2A
AT5G56870.1,blue,2A
AT5G57020.1,blue,2A
AT5G57340.1,blue,2A
AT5G57460.1,blue,2A
AT5G57655.2,blue,2A
AT5G57887.1,blue,2A
AT5G57900.1,blue,2A
AT5G58430.1,blue,2A
AT5G58520.1,blue,2A
AT5G58960.1,blue,2A
AT5G58970.1,blue,2A
AT5G59140.1,blue,2A
AT5G59160.1,blue,2A
AT5G59420.1,blue,2A
AT5G59690.1,blue,2A
AT5G60640.1,blue,2A
AT5G60680.1,blue,2A
AT5G61210.1,blue,2A
AT5G61230.1,blue,2A
AT5G61590.1,blue,2A
AT5G61650.1,blue,2A
AT5G61930.1,blue,2A
AT5G62030.1,blue,2A
AT5G62350.1,blue,2A
AT5G62560.1,blue,2A
AT5G62630.1,blue,2A
AT5G62690.1,blue,2A
AT5G62700.1,blue,2A
AT5G63190.1,blue,2A
AT5G63195.1,blue,2A
AT5G63260.1,blue,2A
AT5G63310.1,blue,2A
AT5G63470.1,blue,2A
AT5G63610.1,blue,2A
AT5G63620.1,blue,2A
AT5G63800.1,blue,2A
AT5G64180.1,blue,2A
AT5G64330.1,blue,2A
AT5G64380.1,blue,2A
AT5G64410.1,blue,2A
AT5G64500.1,blue,2A
AT5G64570.1,blue,2A
AT5G64572.1,blue,2A
AT5G65110.1,blue,2A
AT5G65207.1,blue,2A
AT5G65220.1,blue,2A
AT5G65360.1,blue,2A
AT5G65495.1,blue,2A
AT5G65910.1,blue,2A
AT5G65960.1,blue,2A
AT5G66250.1,blue,2A
AT5G66330.1,blue,2A
AT5G67130.1,blue,2A
AT5G67260.1,blue,2A
AT5G67560.1,blue,2A
AT1G01730.1,brown,3A
AT1G01820.1,brown,3A
AT1G02100.3,brown,3A
AT1G02305.1,brown,3A
AT1G02500.1,brown,3A
AT1G02560.1,brown,3A
AT1G03210.1,brown,3A
AT1G03430.1,brown,3A
AT1G03730.1,brown,3A
AT1G03740.1,brown,3A
AT1G03900.1,brown,3A
AT1G04400.1,brown,3A
AT1G04503.1,brown,3A
AT1G04537.1,brown,3A
AT1G04750.1,brown,3A
AT1G04910.1,brown,3A
AT1G05010.1,brown,3A
AT1G05620.1,brown,3A
AT1G05780.1,brown,3A
AT1G05790.3,brown,3A
AT1G05835.1,brown,3A
AT1G05960.1,brown,3A
AT1G06100.1,brown,3A
AT1G06460.1,brown,3A
AT1G06700.2,brown,3A
AT1G06760.1,brown,3A
AT1G07000.1,brown,3A
AT1G07040.1,brown,3A
AT1G07280.1,brown,3A
AT1G07280.4,brown,3A
AT1G07420.1,brown,3A
AT1G08317.1,brown,3A
AT1G08550.1,brown,3A
AT1G08550.3,brown,3A
AT1G08880.1,brown,3A
AT1G08890.1,brown,3A
AT1G08980.1,brown,3A
AT1G09100.1,brown,3A
AT1G09580.1,brown,3A
AT1G09910.2,brown,3A
AT1G09920.1,brown,3A
AT1G09940.1,brown,3A
AT1G10200.1,brown,3A
AT1G10200.2,brown,3A
AT1G10410.1,brown,3A
AT1G10760.2,brown,3A
AT1G10830.1,brown,3A
AT1G11050.1,brown,3A
AT1G11200.1,brown,3A
AT1G11310.1,brown,3A
AT1G11530.1,brown,3A
AT1G11760.1,brown,3A
AT1G12050.1,brown,3A
AT1G12080.2,brown,3A
AT1G12120.1,brown,3A
AT1G12230.1,brown,3A
AT1G12680.1,brown,3A
AT1G12845.1,brown,3A
AT1G13180.1,brown,3A
AT1G13210.1,brown,3A
AT1G13270.1,brown,3A
AT1G13280.1,brown,3A
AT1G13410.1,brown,3A
AT1G13930.1,brown,3A
AT1G13960.1,brown,3A
AT1G13990.1,brown,3A
AT1G14010.1,brown,3A
AT1G14170.1,brown,3A
AT1G14230.1,brown,3A
AT1G14670.1,brown,3A
AT1G14720.1,brown,3A
AT1G14790.1,brown,3A
AT1G14990.1,brown,3A
AT1G15125.1,brown,3A
AT1G15350.1,brown,3A
AT1G15790.1,brown,3A
AT1G15800.1,brown,3A
AT1G15880.1,brown,3A
AT1G16470.1,brown,3A
AT1G16560.2,brown,3A
AT1G16840.1,brown,3A
AT1G16840.3,brown,3A
AT1G17080.1,brown,3A
AT1G17160.1,brown,3A
AT1G17455.1,brown,3A
AT1G17460.1,brown,3A
AT1G17890.1,brown,3A
AT1G17940.1,brown,3A
AT1G17980.1,brown,3A
AT1G18265.1,brown,3A
AT1G18390.1,brown,3A
AT1G18600.1,brown,3A
AT1G18640.2,brown,3A
AT1G19180.3,brown,3A
AT1G19330.2,brown,3A
AT1G19370.1,brown,3A
AT1G19430.1,brown,3A
AT1G19510.1,brown,3A
AT1G19910.1,brown,3A
AT1G20260.1,brown,3A
AT1G20440.1,brown,3A
AT1G20450.1,brown,3A
AT1G20575.1,brown,3A
AT1G20693.1,brown,3A
AT1G20696.1,brown,3A
AT1G20920.5,brown,3A
AT1G21130.1,brown,3A
AT1G21200.1,brown,3A
AT1G21380.1,brown,3A
AT1G21670.1,brown,3A
AT1G21680.1,brown,3A
AT1G21710.1,brown,3A
AT1G21930.1,brown,3A
AT1G22070.1,brown,3A
AT1G22180.2,brown,3A
AT1G22250.1,brown,3A
AT1G22280.1,brown,3A
AT1G22370.2,brown,3A
AT1G23260.1,brown,3A
AT1G24148.1,brown,3A
AT1G24240.1,brown,3A
AT1G25275.1,brown,3A
AT1G25290.2,brown,3A
AT1G25320.1,brown,3A
AT1G25580.1,brown,3A
AT1G27020.1,brown,3A
AT1G28070.1,brown,3A
AT1G28140.1,brown,3A
AT1G28190.1,brown,3A
AT1G28330.1,brown,3A
AT1G28330.2,brown,3A
AT1G28340.1,brown,3A
AT1G28390.1,brown,3A
AT1G29260.1,brown,3A
AT1G29390.1,brown,3A
AT1G29395.1,brown,3A
AT1G29400.2,brown,3A
AT1G30210.2,brown,3A
AT1G30282.1,brown,3A
AT1G30540.1,brown,3A
AT1G30810.1,brown,3A
AT1G31850.1,brown,3A
AT1G32050.1,brown,3A
AT1G32090.1,brown,3A
AT1G32210.1,brown,3A
AT1G32260.1,brown,3A
AT1G32340.1,brown,3A
AT1G33240.3,brown,3A
AT1G33970.2,brown,3A
AT1G34130.1,brown,3A
AT1G34190.1,brown,3A
AT1G34270.1,brown,3A
AT1G34420.1,brown,3A
AT1G35160.1,brown,3A
AT1G36070.1,brown,3A
AT1G36380.1,brown,3A
AT1G42960.1,brown,3A
AT1G43790.1,brown,3A
AT1G43890.1,brown,3A
AT1G44820.1,brown,3A
AT1G45145.1,brown,3A
AT1G45165.1,brown,3A
AT1G46554.1,brown,3A
AT1G47128.1,brown,3A
AT1G47210.2,brown,3A
AT1G47270.2,brown,3A
AT1G47640.1,brown,3A
AT1G47960.2,brown,3A
AT1G48330.1,brown,3A
AT1G48380.1,brown,3A
AT1G49240.1,brown,3A
AT1G49300.1,brown,3A
AT1G49350.1,brown,3A
AT1G49720.1,brown,3A
AT1G49820.1,brown,3A
AT1G50640.1,brown,3A
AT1G50740.1,brown,3A
AT1G50940.1,brown,3A
AT1G51090.1,brown,3A
AT1G51590.1,brown,3A
AT1G51610.1,brown,3A
AT1G51640.1,brown,3A
AT1G51940.1,brown,3A
AT1G52200.1,brown,3A
AT1G52260.1,brown,3A
AT1G52710.2,brown,3A
AT1G52720.1,brown,3A
AT1G53030.1,brown,3A
AT1G53035.1,brown,3A
AT1G53110.1,brown,3A
AT1G53290.1,brown,3A
AT1G53450.1,brown,3A
AT1G53710.1,brown,3A
AT1G53770.1,brown,3A
AT1G54150.1,brown,3A
AT1G54210.1,brown,3A
AT1G54250.1,brown,3A
AT1G54320.1,brown,3A
AT1G54410.1,brown,3A
AT1G54830.1,brown,3A
AT1G55450.1,brown,3A
AT1G55535.1,brown,3A
AT1G56220.3,brown,3A
AT1G56220.4,brown,3A
AT1G56280.1,brown,3A
AT1G56300.1,brown,3A
AT1G56450.1,brown,3A
AT1G56700.1,brown,3A
AT1G57540.1,brown,3A
AT1G57600.3,brown,3A
AT1G57870.1,brown,3A
AT1G58030.1,brown,3A
AT1G58200.1,brown,3A
AT1G58200.2,brown,3A
AT1G58235.1,brown,3A
AT1G59870.1,brown,3A
AT1G60420.1,brown,3A
AT1G60730.1,brown,3A
AT1G60780.1,brown,3A
AT1G60870.1,brown,3A
AT1G61250.1,brown,3A
AT1G61420.1,brown,3A
AT1G61790.1,brown,3A
AT1G62430.1,brown,3A
AT1G62770.1,brown,3A
AT1G63270.1,brown,3A
AT1G63730.1,brown,3A
AT1G63740.1,brown,3A
AT1G63830.1,brown,3A
AT1G64170.1,brown,3A
AT1G64810.1,brown,3A
AT1G64890.1,brown,3A
AT1G65000.1,brown,3A
AT1G65220.1,brown,3A
AT1G65420.1,brown,3A
AT1G65580.1,brown,3A
AT1G65820.1,brown,3A
AT1G66410.1,brown,3A
AT1G67510.1,brown,3A
AT1G67660.1,brown,3A
AT1G67950.1,brown,3A
AT1G67970.1,brown,3A
AT1G68060.1,brown,3A
AT1G68100.1,brown,3A
AT1G68220.1,brown,3A
AT1G69890.1,brown,3A
AT1G69960.1,brown,3A
AT1G70160.1,brown,3A
AT1G71800.1,brown,3A
AT1G72416.1,brown,3A
AT1G72680.1,brown,3A
AT1G72900.1,brown,3A
AT1G73980.1,brown,3A
AT1G74088.1,brown,3A
AT1G74600.1,brown,3A
AT1G74680.1,brown,3A
AT1G75090.1,brown,3A
AT1G75630.1,brown,3A
AT1G75800.1,brown,3A
AT1G76150.1,brown,3A
AT1G76180.1,brown,3A
AT1G76185.1,brown,3A
AT1G76590.1,brown,3A
AT1G76660.1,brown,3A
AT1G77130.1,brown,3A
AT1G77510.1,brown,3A
AT1G78680.1,brown,3A
AT1G79500.3,brown,3A
AT1G79970.1,brown,3A
AT1G80110.1,brown,3A
AT1G80940.4,brown,3A
AT2G01090.4,brown,3A
AT2G01170.1,brown,3A
AT2G01490.1,brown,3A
AT2G01540.1,brown,3A
AT2G01720.1,brown,3A
AT2G02070.1,brown,3A
AT2G02100.1,brown,3A
AT2G02360.1,brown,3A
AT2G02400.1,brown,3A
AT2G02760.1,brown,3A
AT2G03120.1,brown,3A
AT2G03330.1,brown,3A
AT2G03340.1,brown,3A
AT2G03430.1,brown,3A
AT2G04240.1,brown,3A
AT2G04305.1,brown,3A
AT2G04890.1,brown,3A
AT2G04900.1,brown,3A
AT2G05320.1,brown,3A
AT2G05520.4,brown,3A
AT2G06510.1,brown,3A
AT2G06530.1,brown,3A
AT2G06925.1,brown,3A
AT2G06995.1,brown,3A
AT2G07180.1,brown,3A
AT2G13100.1,brown,3A
AT2G13560.1,brown,3A
AT2G13610.1,brown,3A
AT2G13665.1,brown,3A
AT2G13800.3,brown,3A
AT2G14170.1,brown,3A
AT2G14260.1,brown,3A
AT2G14720.1,brown,3A
AT2G14878.1,brown,3A
AT2G14910.1,brown,3A
AT2G15042.1,brown,3A
AT2G15390.2,brown,3A
AT2G15570.1,brown,3A
AT2G15680.1,brown,3A
AT2G15890.1,brown,3A
AT2G15900.1,brown,3A
AT2G15970.1,brown,3A
AT2G16405.1,brown,3A
AT2G16600.2,brown,3A
AT2G16660.1,brown,3A
AT2G16660.2,brown,3A
AT2G16700.1,brown,3A
AT2G16710.1,brown,3A
AT2G16710.2,brown,3A
AT2G16930.2,brown,3A
AT2G17290.1,brown,3A
AT2G17370.1,brown,3A
AT2G17520.1,brown,3A
AT2G17700.1,brown,3A
AT2G17710.1,brown,3A
AT2G17720.1,brown,3A
AT2G18170.1,brown,3A
AT2G18245.1,brown,3A
AT2G18390.1,brown,3A
AT2G18876.1,brown,3A
AT2G19130.1,brown,3A
AT2G20960.1,brown,3A
AT2G21250.1,brown,3A
AT2G21620.1,brown,3A
AT2G21660.1,brown,3A
AT2G21660.2,brown,3A
AT2G22660.2,brown,3A
AT2G24290.1,brown,3A
AT2G24360.1,brown,3A
AT2G25190.1,brown,3A
AT2G25280.1,brown,3A
AT2G25450.1,brown,3A
AT2G25810.1,brown,3A
AT2G26230.1,brown,3A
AT2G26240.1,brown,3A
AT2G26300.1,brown,3A
AT2G26355.1,brown,3A
AT2G26440.1,brown,3A
AT2G26510.1,brown,3A
AT2G26560.1,brown,3A
AT2G26670.2,brown,3A
AT2G26810.2,brown,3A
AT2G26900.1,brown,3A
AT2G27200.1,brown,3A
AT2G27310.1,brown,3A
AT2G27330.1,brown,3A
AT2G28360.1,brown,3A
AT2G28660.1,brown,3A
AT2G28670.2,brown,3A
AT2G28720.1,brown,3A
AT2G28830.1,brown,3A
AT2G28840.1,brown,3A
AT2G29020.1,brown,3A
AT2G29310.4,brown,3A
AT2G29400.1,brown,3A
AT2G29630.4,brown,3A
AT2G29990.1,brown,3A
AT2G30250.1,brown,3A
AT2G30270.1,brown,3A
AT2G30440.1,brown,3A
AT2G30710.1,brown,3A
AT2G31360.1,brown,3A
AT2G31585.1,brown,3A
AT2G31800.1,brown,3A
AT2G32390.5,brown,3A
AT2G33150.1,brown,3A
AT2G33500.1,brown,3A
AT2G33500.2,brown,3A
AT2G33630.1,brown,3A
AT2G33740.2,brown,3A
AT2G33830.2,brown,3A
AT2G34090.1,brown,3A
AT2G34200.1,brown,3A
AT2G34250.1,brown,3A
